Title,Original Title,Country,Translated Language,Author,Author Name,Translator,Translation and Publication Support,Publisher,Published Year,Classification,ISBN,Rating Count,Rating,Price,Price Source
そこに私が行ってもいいですか？,"거기, 내가 가면 안 돼요? 1-2",JAPAN,Japanese(日本語),イ・グミ,이금이,神谷丹路,Y,里山社,2022,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9784907497163,4.0,3.5,-1.0,N/A
Écrits du silence,한중록,FRANCE,French(Français),Dame HYEGYEONG,혜경궁 홍씨,"Han Yumi,Hervé Péjaudier",Y,Éditions IMAGO,2022,KDC구분 > literature > Korean Literature > Korean Fiction > Joseon Dynasty,9782380890570,903.0,4.02,15.99,Kindle
Love in the Big City,대도시의 사랑법,GERMANY,German(Deutsch),Sang Young Park,박상영,Jan Henrik Dirks,Y,Suhrkamp Verlag,2022,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9783518472286,14706.0,3.68,9.99,Kindle
Concerning My Daughter,딸에 대하여,UNITED KINGDOM,English(English),Kim Hye-jin,김혜진,Jamie Chang,Y,Pan Macmillan,2022,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9781529057676,10328.0,3.7,9.99,Kindle
鳥は飛ぶのが楽しいか,산 자들,JAPAN,Japanese(日本語),チャン・ガンミョン,장강명,吉良佳奈江,Y,堀之内出版,2022,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century > Short Story,9784909237552,13.0,4.31,-1.0,N/A
Crisantemo Blanco,White Chrysanthemum,SPAIN,Spanish(Español),Mary Lynn Bracht,MARY LYNN ,Julio Fuentes Tarín,N,HarperCollins Ibérica S.A.,2019,KDC구분 > literature > English and American literatures,9788491392446,23786.0,4.41,0.0,Kindle Unlimited
Die Tochter,딸에 대하여,GERMANY,German(Deutsch),Kim Hye-jin,김혜진,Ki-Hyang Lee,Y,Hanser Berlin,2022,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9783446272323,10328.0,3.7,9.99,Kindle
JAB,잽,GERMANY,German(Deutsch),Kim Un-su,김언수,Cho Kyong-hae,Y,Europa,2022,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century > Short Story,9783958902466,20.0,3.7,16.99,Kindle
Fauster,파우스터,GERMANY,German(Deutsch),キム·ホヨン,김호연,Kyong-Hae Flügel,N,Golkonda Verlag,2021,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century > Mystery >  Thriller >  Horror,9783965090439,7.0,4.57,19.99,Kindle
BALİNA,고래,TURKIYE,Turkish(Türkçe),CHEON MYEONG-KWAN,천명관,Tayfun Kartav,Y,Lotus Yayincilik Ltd. Sti.,2022,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9786257061186,3802.0,3.95,-1.0,N/A
Dobri sin,종의 기원,CROATIA,Croatian(Hrvatski),You-jeong Jeong,정유정,UNA KRIZMANIĆ OŽEGOVIĆ,Y,Hena com,2022,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century > Detective >  Adventure,9789532593563,15434.0,3.75,11.99,Kindle
I See You Like I See a Flower,꽃을 보듯 너를 본다,PHILIPPINES,English(English),Na Tae Joo,나태주,"Ma. Kristina Carla Rico,Bae Kyung-min",N,Adarna House,2022,KDC구분 > literature > Korean Literature > Korean Poetry > 21st century poetry,9789715089050,277.0,3.92,-1.0,N/A
Siapa yang Datang ke Pemakamanku Saat Aku Mati Nanti?,내가 죽으면 장례식에 누가 와줄까,INDONESIA,Indonesian(Bahasa Indonesia),Kim Sang-hyun,김상현,Dewi Ayu Ambar Rani,N,Haru,2020,KDC구분 > literature > Korean Literature > Essay,9786237351542,1248.0,3.94,-1.0,N/A
Bunca Şingayı Kim Yedi?,그 많던 싱아는 누가 다 먹었을까,TURKIYE,Turkish(Türkçe),Park Wansuh,박완서,N. Sezen Güler,Y,Fihrist Kitap,2022,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > 1945-1999,9786257599306,452.0,4.16,-1.0,N/A
SEDM LET TEMNOTY,7년의 밤,CZECH REPUBLIC,Czech(Český Jazyk),Čong Judžong,정유정,Petra Ben -Ari,Y,Host,2022,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9788027506781,3205.0,3.72,5.99,Kindle
VIOLETS,바이올렛,INDONESIA,Indonesian(Bahasa Indonesia),Kyung-Sook Shin,신경숙,Iingliana Tan,Y,PT GRAMEDIA PUSTAKA UTAMA,2022,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9786020658124,3575.0,3.57,9.99,Kindle
イスラーム精肉店,이슬람 정육점,JAPAN,Japanese(日本語),ソン・ホンギュ,손홍규,橋本 智保,Y,新泉社,2022,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9784787721235,-1.0,-1.0,-1.0,N/A
Invisible Land of Love,안 보이는 사랑의 나라,UNITED STATES,English(English),Chonggi Mah,마종기,Youngshil Cho,Y,Homa   Sekey Books,2022,KDC구분 > literature > Korean Literature > Korean Poetry,9781622461035,0.0,0.0,-1.0,N/A
大邱の夜、ソウルの夜,두 여자 이야기,JAPAN,Japanese(日本語),ソン・アラン,송아람,吉良佳奈江,Y,ころから,2022,KDC구분 > literature > Korean Literature > Reportage >  Misc.,9784907239596,1.0,5.0,-1.0,N/A
На закате,해질 무렵,RUSSIAN FEDERATION,Russian(Русский),Хван Согён,황석영,Мария Кузнецова,Y,ГИПЕРИОН,2022,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9785893323887,0.0,0.0,-1.0,N/A
راقصة البلاط,리진 1,EGYPT,Arabic(اللغة العربية),كيونغ سوك شين,신경숙,محمد محمد نجيب,Y,الكتب خان,2022,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century > Romance,9789778031003,-1.0,-1.0,-1.0,N/A
Pravo na samouništenje,나는 나를 파괴할 권리가 있다,CROATIA,Croatian(Hrvatski),Kim Young-ha,김영하,"Boris Škvorc,Kim Sang-hun",Y,Fraktura publishing house,2021,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century,9789533584317,5209.0,3.22,0.0,Kindle Unlimited
シソンから、,"시선으로부터,",JAPAN,Japanese(日本語),チョン・セラン,정세랑,斎藤 真理子,Y,亜紀書房,2022,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9784750517254,350.0,3.92,-1.0,N/A
Сон. Буддийская проза Кореи,꿈,RUSSIAN FEDERATION,Russian(Русский),"Ли Гвансу,Чо Вихан","이광수,조위한",Аделаида Троцевич,Y,ГИПЕРИОН,2022,KDC구분 > literature > Korean Literature,9785893323856,0.0,0.0,-1.0,N/A
Wizard Bakery,위저드 베이커리,INDONESIA,Indonesian(Bahasa Indonesia),구병모,구병모,Iingliana Tan,Y,PT GRAMEDIA PUSTAKA UTAMA,2021,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9786020657394,3728.0,3.95,-1.0,N/A
Bataty,감자,POLAND,Polish(Polski),Kim Tongin,김동인,Anna Diniejko-Was,Y,Wydawnictwo Akademickie DIALOG,2021,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > Short Story,9788380029392,69.0,3.43,7.49,Kindle
食卓の上の韓国史,식탁 위의 한국사,JAPAN,Japanese(日本語),周 永河,주영하,丁田 隆,Y,慶應義塾大学出版会,2021,KDC구분 > Social science > Customs >  Etiquette >  Folklore > Food >  clothing and shelter Customs > Food >  Drinks Customs,9784766427844,-1.0,-1.0,-1.0,N/A
世界でいちばん弱い妖怪,세상에서 가장 약한 요괴,JAPAN,Japanese(日本語),キム・ドンシク,김동식,吉川凪,Y,小学館,2021,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9784093567312,-1.0,-1.0,-1.0,N/A
فتاة كتبت العزلة,외딴 방,EGYPT,Arabic(اللغة العربية),كيونغ سوك شين,신경숙,محمد نجيب,Y,دار التنوير,2021,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > 1945-1999,9786144721827,1103.0,3.6,13.99,Kindle
No pongas un punto donde Dios puso una coma,좋은지 나쁜지 누가 아는가,SPAIN,Spanish(Español),Shiva Ryu,류시화,Carlos Miranda de las Heras,N,Editorial Diana,2022,KDC구분 > literature > Korean Literature > Essay > 21st century,9788418118968,155.0,4.14,10.99,Kindle
الكلبة التي تجرأت على الحلم,푸른 개 장발,UNITED ARAB EMIRATES,Arabic(اللغة العربية),صن - مي هوانغ,황선미,زينة إدريس,Y,ثقافة للنشر والتوزيع,2022,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9789948471257,3533.0,3.75,1.99,Kindle
паросток,풀,UKRAINE,Ukrainian(Українська),Ґим-Сук Джендрі-Кім,김금숙,Олена Щегель,Y,Видавництво,2021,KDC구분 > Social science > Sociology and social problems,9786177818389,15886.0,4.53,-1.0,N/A
Трава,풀,RUSSIAN FEDERATION,Russian(Русский),Ким-Жандри Кымсук,김금숙,"Екатерина Похолкова,Ро Чжи Юн",Y,Бумкнига,2021,KDC구분 > Social science > Sociology and social problems,9785907305311,15886.0,4.53,-1.0,N/A
Koreyanın yeni və ən yeni tarixinə birgə nəzər,함께 보는 한국근현대사,AZERBAIJAN,Azerbaijani(Azərbaycan dili),역사학연구소,역사학연구소,"Bahar Əliyeva,Zaur Abishov",Y,Qanun Nəşriyyatı,2021,KDC구분 > History > Asia > Korea,9789952380194,-1.0,-1.0,-1.0,N/A
最後のライオニ韓国パンデミックＳＦ小説集,팬데믹: 여섯 개의 세계,JAPAN,Japanese(日本語),"キム・チョヨプ,デュナ,チョン・ソヨン,キム・イファン,ペ・","김초엽,듀나,정소연","斎藤 真理子,古川綾子,清水博之",Y,河出書房新社,2021,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century > SF >  Fantasy,9784309208442,1.0,3.0,-1.0,N/A
Prawo linii,선의 법칙,POLAND,Polish(Polski),Pyun Hye-young,편혜영,"Filip Wisniewski-Danecki,Choi Jeong In",Y,Kwiaty Orientu,2021,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9788366658202,573.0,3.2,16.99,Kindle
愛だけが残る,사랑만이 남는다,JAPAN,Japanese(日本語),ナ・テジュ,나태주,黒河星子,Y,かんき出版,2021,KDC구분 > literature > Korean Literature > Korean Poetry,9784761275785,-1.0,-1.0,-1.0,N/A
Der Kartograf,고산자,GERMANY,German(Deutsch),Park Bum Shin,박범신,Albrecht Huwe,Y,EOS Verlag,2021,KDC구분 > literature > Korean Literature,9783830681045,0.0,0.0,-1.0,N/A
Les Mauvaises herbes,풀,FRANCE,French(Français),KEUM SUK GENDRY-KIM,김금숙,Loïc Gendry,N,DELCOURT,2018,KDC구분 > Social science > Sociology and social problems,9782413003786,15886.0,4.53,-1.0,N/A
Będę tam,어디선가 나를 찾는 전화벨이 울리고,POLAND,Polish(Polski),Kyung-sook Shin,신경숙,Marzena Stefańska-Adams,N,Kwiaty Orientu,2020,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9788366658097,5167.0,3.98,9.99,Kindle
Zaopiekuj się moją mamą,엄마를 부탁해,POLAND,Polish(Polski),Shin Kyung-sook,신경숙,"Marzena Stefańska-Adams,Anna Diniejko-Wąs",N,Kwiaty Orientu,2020,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century,9788366658080,45473.0,3.91,13.99,Kindle
Celui qui revient,소년이 온다,FRANCE,French(Français),Han Kang,한강,"Jeong Eun-Jin,Jacques Batilliot",N,POINTS,2017,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9782757868867,51229.0,4.26,8.99,Kindle
What is Korean literature?,한국문학이란 무엇인가,UNITED STATES,English(English),Kwon Yeongmin,권영민,Ju-Chan Fulton,N,버클리 대학 동아시아 연구소,2020,KDC구분 > literature > Korean Literature,9781557291868,2.0,3.5,-1.0,N/A
Prenez le temps de vivre,멈추면 비로소 보이는 것들,FRANCE,French(Français),Haemin,혜민,Dominique Piolet-Françoise,N,Marabout,2021,KDC구분 > literature > Korean Literature > Essay > 21st century,9782501161763,43149.0,4.03,1.99,Kindle
你的4分33秒,당신의 4분 33초,TAIWAN,Chinese(繁體),李書修,이서수,謝麗玲,Y,一人出版社,2021,KDC구분 > literature > Korean Literature > Korean Fiction,9789869795180,2.0,4.5,-1.0,N/A
オルガンのあった場所,신경숙 단편선집,JAPAN,Japanese(日本語),シン・キョンスク,신경숙,きむ ふな,Y,CUON,2021,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > 1945-1999,9784910214245,-1.0,-1.0,-1.0,N/A
Despre fiica mea,딸에 대하여,ROMANIA,Romanian(Română),Hyejin Kim,김혜진,Virgil-Mihai Țâru,Y,Editura Univers,2021,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9789733413141,10328.0,3.7,9.99,Kindle
Iubita fiului meu,내 아들의 연인,ROMANIA,Romanian(Română),Jung Mi Kyung,정미경,Tae Hyun Oum,Y,Editura Univers,2021,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century > Short Story,9789733413325,114.0,3.94,-1.0,N/A
Fresques de Koguryŏ,고구려 회화-고대 한국문화가 그림으로 되살아나다,FRANCE,French(Français),Hwi-Joon AHN,안희준,Ryu Nae-young,Y,Hémisphères Editions,2021,KDC구분 > Arts > Painting,9782377011049,0.0,0.0,-1.0,N/A
The World&apos;s Lightest Motorcycle,세상에서 가장 가벼운 오토바이,UNITED STATES,English(English),Yi Won,이원,"E. J. Koh,Cancio-Bello,Marci Calabretta",Y,Zephyr Press,2021,KDC구분 > literature > Korean Literature > Korean Poetry > 21st century poetry,9781938890840,25.0,4.08,-1.0,N/A
Le goût des choses imparfaites,완벽하지 않은 것들에 대한 사랑,FRANCE,French(Français),Haemin,혜민,nan,N,Marabout,2019,KDC구분 > literature > Korean Literature > Essay > 21st century,9782501140737,14720.0,4.21,7.99,Kindle
Uncomfortably Happily,불편하고 행복하게,CANADA,English(English),Yeon-sik Hong,홍연식,Hellen Jo,N,Drawn   Quarterly,2017,KDC구분 > literature > Korean Literature,9781770462601,1014.0,3.94,-1.0,N/A
TRAVA,풀,BOSNIA HERCEGOVINA,Bosnian(Bosanski),Keum Suk Gendry-Kim,김금숙,Ji Suk Baek,Y,Agarthi Comics,2021,KDC구분 > Social science > Sociology and social problems,9789958085154,15886.0,4.53,-1.0,N/A
En kule i hjertet,설계자들,NORWAY,Norwegian(Norsk),Ŏn-su Kim,김언수,Jarne Byhre,Y,ASCHEHOUG,2021,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9788203269448,7085.0,3.57,12.99,Kindle
日刊イ・スラ　私たちのあいだの話,일간 이슬아 수필집,JAPAN,Japanese(日本語),イ・スラ,이슬아,"宮里綾羽,原田里美",Y,"Asahi Press Co., Ltd.",2021,KDC구분 > literature > Korean Literature > Essay > 21st century,9784255012636,-1.0,-1.0,-1.0,N/A
موعد مع أخي,아우와의 만남,SYRIAN ARAB REPUBLIC,Arabic(اللغة العربية),يي مون يول,이문열,طاهر البربري,N,دار نينوى,2016,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century,9789933536626,195.0,3.67,-1.0,N/A
موعد مع أخي,아우와의 만남,EGYPT,Arabic(اللغة العربية),يي مون يول,이문열,كيم جونج ميونج,N,المركز القومي للترجمة,2008,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century,9789774379116,-1.0,-1.0,-1.0,N/A
Cold Candies,차가운 사탕들,UNITED STATES,English(English),Lee Young-ju,이영주,Jae Kim,Y,Black Ocean,2021,KDC구분 > literature > Korean Literature > Korean Poetry > 21st century poetry,9781939568403,23.0,4.17,-1.0,N/A
Storie d’amore dalla Corea del primo Novecento,한국근대문학선집 1권,ITALY,Italian(Italiano),"YI Sang,Kim Yujeong,Kim Dong-i","이상,김유정,김동인",Benedetta Merlini,Y,Atmosphere Libri,2021,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > Short Story,9788865643839,8.0,2.75,-1.0,N/A
Το Νεφελώδες Όνειρο Των Εννέα,구운몽,GREECE,Greek(Ελληνική),Κιμ Μαν Τσουνγκ,김만중,Ελένη Κατσιώλη,Y,LEMVOS,2021,KDC구분 > literature > Korean Literature > Korean Fiction > Joseon Dynasty,9786185413149,955.0,3.71,7.99,Kindle
گلهای کاملیا,모란이 피기까지는,IRAN,Persian(فارسی),"کیم یان رنگ,جانگ جی یونگ","김영랑,정지용","هونگ اینجا,سعیدرضا اتحادی",Y,نشر پرنده,2021,KDC구분 > literature > Korean Literature > Korean Poetry > 20th century poetry > 1910-1945,9786008955665,-1.0,-1.0,-1.0,N/A
千年の眠り,"천년의 잠, 오세영 시선집",JAPAN,Japanese(日本語),吳世永,오세영,"林陽子,徐載坤",Y,港の人,2021,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection (individual),9784896293982,0.0,0.0,-1.0,N/A
千個の青,천 개의 파랑,JAPAN,Japanese(日本語),チョン・ソンラン,천선란,カン・バンファ,Y,早川書房,2021,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9784152100566,-1.0,-1.0,-1.0,N/A
Liefde in de grote stad,대도시의 사랑법,NETHERLANDS,Dutch(Nederlands),Sang Young Park,박상영,Mattho Mandersloot,Y,Das Mag,2021,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9789493248069,14706.0,3.68,9.99,Kindle
Los estándares coreanos,카스테라,ARGENTINA,Spanish(Español),Park Min-gyu,박민규,Luis Frailes Álvaro,Y,Hwarang Editorial,2021,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century > Short Story,9789878823416,210.0,3.46,10.99,Kindle
NAMHANSANSEONG. La fortaleza helada,남한산성,SPAIN,Spanish(Español),KIM HOON,김훈,"Álvaro Trigo,Mie Ryoung Gene",Y,Quaterni,2021,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century > Historical >  Biographical >  Political >  Social,9788412286083,59.0,3.73,-1.0,N/A
Beginning the End,끝을 시작하기,UNITED STATES,English(English),Kim Keun,김근,Deborah Kim,Y,Asia publishers,2021,KDC구분 > literature > Korean Literature > Korean Poetry > 21st century poetry,9791156625667,0.0,0.0,-1.0,N/A
Cave Boys,굴 소년들,UNITED STATES,English(English),Lee Sul-ya,이설야,Brother Anthony of Taize,Y,Asia publishers,2021,KDC구분 > literature > Korean Literature > Korean Poetry > 21st century poetry,9791156625674,0.0,0.0,-1.0,N/A
Protiklady,모순,CZECH REPUBLIC,Czech(Český Jazyk),Jang Kü-Dža,양귀자,Miriam Löwensteinová,Y,Nová vlna,2021,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > 1945-1999,9788088343233,269.0,4.28,-1.0,N/A
