Title,Original Title,Country,Translated Language,Author,Author Name,Translator,Translation and Publication Support,Publisher,Published Year,Classification,ISBN
Je vais ainsi,계속해보겠습니다,SWITZERLAND,French(Français),Hwang Jeong-eun,황정은,"Jacques Batilliot,Eun-Jin Jeong",N,ZOE,2021,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9782889279210
Nasze szczęśliwe czasy,우리들의 행복한 시간,POLAND,Polish(Polski),Gong Ji Young,공지영,Marzena Stefnaska-Adams,N,Kwiaty Orientu,2021,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9788366658165
Shoko&apos;s Smile,쇼코의 미소,UNITED KINGDOM,English(English),Choi Eunyoung,최은영,Sung Ryu,N,Hodder   Stoughton,2021,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9781529376029
แล้วมันจะผ่านไปไม่ต่างอะไรกับฤดูกาล,운다고 달라지는 일은 아무것도 없겠지만,THAILAND,Thai(ภาษาไทย),Park Joon,박준,ตรองสิริ ทองคำใส,N,Springbooks,2021,KDC구분 > literature > Korean Literature > Essay > 21st century,9786161842802
Самое слабое в мире чудовище,세상에서 가장 약한 요괴,RUSSIAN FEDERATION,Russian(Русский),Ким Тонсик,김동식,"И. Л. Касаткина,Чун Ин Сун",N,АСТ,2021,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9785171376918
ร้านมหัศจรรย์สำหรับคนไม่หยุดฝัน,달러구트 꿈 백화점,THAILAND,Thai(ภาษาไทย),อีมีเย,이미예,วนิดา คราวเหมาะ,N,Biblio,2021,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9786168293201
&quot;Магазин снов&quot; мистера Талергута,달러구트 꿈 백화점,RUSSIAN FEDERATION,Russian(Русский),Ли Мие,이미예,Михэеску Людмила,Y,АСТ,2021,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9785171374570
Dollagoot,달러구트 꿈 백화점,INDONESIA,Indonesian(Bahasa Indonesia),Lee Mi Ye,이미예,Dwita Rizky Nientyas,N,BACA,2021,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9786026486608
เราจะเติบโตขึ้นทุกครั้งหลังฝนตก,아무것도 아닌 지금은 없다,THAILAND,Thai(ภาษาไทย),Geulbaewoo,글배우,ตรองสิริ ทองคำใส,N,Springbooks,2021,KDC구분 > literature > Korean Literature > Essay > 21st century,9786161843281
ห่างแค่ไหนถึงใกล้กันกำลังดี,적당히 가까운 사이,THAILAND,Thai(ภาษาไทย),Dancingsnail,댄싱스네일,ตรองสิริ ทองคำใส,N,Springbooks,2021,KDC구분 > literature > Korean Literature > Essay > 21st century,9786161844752
พักให้ไหว ค่อยไปต่อ,"잠시 주춤, 하겠습니다",THAILAND,Thai(ภาษาไทย),Nina Kim,니나킴,ธัชชา ธีรปกรณ์ชัย,N,Bloom,2021,KDC구분 > literature > Korean Literature > Essay > 21st century,9786160452071
วันหนึ่งในฤดูร้อน มีศพนอนอยู่ที่ไหนสักแห่ง,"여름, 어디선가 시체가",THAILAND,Thai(ภาษาไทย),พักยอนซอน,박연선,มินตรา อินทรารัตน์,N,"แพรว,  สนพ.",2021,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century > Detective >  Adventure,9786161843335
Một Muỗng Thời Gian,한 스푼의 시간,VIET NAM,Vietnamese(Tiếng Việt),Gu Byeong-mo,구병모,Nguyễn Thị Thu Hà,N,Nhà Xuất Bản Dân Trí,2020,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9786043041019
I&apos;ll Go To You When the Weather is Nice,날씨가 좋으면 찾아가겠어요,INDONESIA,Indonesian(Bahasa Indonesia),Yi Doo-woo,이도우,,N,Haru,2020,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century > Others,9786237351290
Ваша тень понедельник,당신의 그림자는 월요일,RUSSIAN FEDERATION,Russian(Русский),Ким Чжун Хёк,김중혁,,N,ГИПЕРИОН,2020,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9785893323559
ไม่ได้ขี้เกียจ แค่กำลังชาร์จพลัง,게으른 게 아니라 충전 중입니다,THAILAND,Thai(ภาษาไทย),Dancingsnail,댄싱스네일,ตรองสิริ ทองคำใส,N,Springbooks,2020,KDC구분 > literature > Korean Literature > Essay > 21st century,9786161836313
ไม่เป็นไรนะ ถ้าตอนนี้ยัง…,가끔은 웅크리고 있어도 괜찮아,THAILAND,Thai(ภาษาไทย),Kim Dan,김단,ตรองสิริ ทองคำใส,N,Springbooks,2020,KDC구분 > literature > Korean Literature > Essay > 21st century,9786161832506
แล้วทุกอย่างจะดีขึ้นจริง ๆ นะ,"그까짓 사람, 그래도 사람",THAILAND,Thai(ภาษาไทย),Seolleda,설레다,ตรองสิริ ทองคำใส,N,Springbooks,2020,KDC구분 > literature > Korean Literature > Essay > 21st century,9786161834364
เริ่มต้นที่รักตัวเอง,당신을 응원하는 누군가,THAILAND,Thai(ภาษาไทย),Sun Mihwa,선미화,ตรองสิริ ทองคำใส,N,Springbooks,2020,KDC구분 > literature > Korean Literature > Essay > 21st century,9786161832667
นี่เราใช้ชีวิตยากเกินไปหรือเปล่านะ,하마터면 열심히 살 뻔했다,THAILAND,Thai(ภาษาไทย),Ha Wan,하완,ตรองสิริ ทองคำใส,N,Springbooks,2020,KDC구분 > literature > Korean Literature > Reportage >  Misc.,9786161840082
ความรักก็เป็นแบบนี้,단 하루도 너를 사랑하지 않은 날이 없다,THAILAND,Thai(ภาษาไทย),Kim Chaesik,김재식,ตรองสิริ ทองคำใส,N,Springbooks,2020,KDC구분 > literature > Korean Literature > Essay > 21st century,9786161833718
Zombies juke-box,좀비들,FRANCE,French(Français),Kim Junghyuk,김중혁,"Beatrice GUYON,Moon So-young",Y,Decrescenzo éditeurs,2019,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9782367270685
Nụ cười của Shoko,쇼코의 미소,VIET NAM,Vietnamese(Tiếng Việt),Choi Eunyoung,최은영,Kim Ngân,N,Nhà Xuất Bản Văn Học,2019,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9786049692987
มี ในเมษายน ซอล ในกรกฎาคม,"사월의 미, 칠월의 솔",THAILAND,Thai(ภาษาไทย),Kim Yeon-su,김연수,อิสริยา พาที,N,Chaichai Books,2019,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9786169241270
Don&apos;t Get My Heart Hurt อย่าให้ใจเราเจ็บ,내 마음 다치지 않게,THAILAND,Thai(ภาษาไทย),Seolleda,설레다,ตรองสิริ ทองคำใส,N,Springbooks,2019,KDC구분 > literature > Korean Literature > Essay > 21st century,9786161828899
Every Moment Was You ทุกช่วงคือเวลาของเรา,모든 순간이 너였다,THAILAND,Thai(ภาษาไทย),Ha Tae-wan,하태완,ตรองสิริ ทองคำใส,N,Springbooks,2019,KDC구분 > literature > Korean Literature > Essay > 21st century,9786161828530
Every Moment Was You,모든 순간이 너였다,INDONESIA,Indonesian(Bahasa Indonesia),Ha Tae-wan,하태완,,N,Penerbit Clover,2019,KDC구분 > literature > Korean Literature > Essay > 21st century,9786024805234
ยิ้มรับคนไม่ดีที่ผ่านเข้ามาในชีวิต,무례한 사람에게 웃으며 대처하는 법,THAILAND,Thai(ภาษาไทย),Jeong Moon Jeong,정문정,ตรองสิริ ทองคำใส,N,Springbooks,2019,KDC구분 > literature > Korean Literature > Essay > 21st century,9786161831837
กาซีโกกี,가시고기,THAILAND,Thai(ภาษาไทย),Cho Changin,조창인,ตรองสิริ ทองคำใส,N,Earnest Publishing,2018,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9786167691466
เราต่างหลงทางในความเปลี่ยวว้าง,우리들의 행복한 시간,THAILAND,Thai(ภาษาไทย),Gong Ji Young,공지영,ธิดารัตน์ เจริญชัยชนะ,N,Earnest Publishing,2017,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9786167691367
Hati-Hati Dengan Hatiku,내 마음 다치지 않게,INDONESIA,Indonesian(Bahasa Indonesia),Seolleda,설레다,,N,Bhuana Ilmu Populer,2017,KDC구분 > literature > Korean Literature > Essay > 21st century,9786023946624
ยังไม่สายไป เริ่มใหม่ตอนนี้,늦지 않았어 지금 시작해,THAILAND,Thai(ภาษาไทย),No Gyeongwon,노경원,ตรองสิริ ทองคำใส,N,Springbooks,2017,KDC구분 > literature > Korean Literature > Essay > 21st century,9786161816865
Whale,고래,UNITED STATES,English(English),Cheon Myeong-kwan,천명관,Jae Won Chung,N,Dalkey Archive Pr,2016,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9781628971538
Das Dorf am Fluss,위풍당당,GERMANY,German(Deutsch),Song Sokze,성석제,Ki-Hyang Lee,N,Horlemann,2016,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9783895023897
My Boyfriends Wedding Dress,내 남자친구의 웨딩드레스,INDONESIA,Indonesian(Bahasa Indonesia),Kim Eun Jeong,김은정,,N,Haru,2015,KDC구분 > literature > Korean Literature > Korean Fiction,9786027742680
The Master&apos;s Sun #1,주군의 태양,INDONESIA,Indonesian(Bahasa Indonesia),"Hong Jung Eun,Hong Mi Ran,Hwan","홍정은,홍미란,황하",Dwita Rizky Nientyas,N,Qanita,2015,KDC구분 > literature > Korean Literature > Korean Drama > Modern Drama > TV script,9786021637586
The Master&apos;s Sun #2,주군의 태양,INDONESIA,Indonesian(Bahasa Indonesia),"Hong Jung Eun,Hong Mi Ran,Hwan","홍정은,홍미란,황하",Dwita Rizky Nientyas,N,Qanita,2015,KDC구분 > literature > Korean Literature > Korean Drama > Modern Drama > TV script,9786021637593
Deep Rooted Tree #1,뿌리깊은 나무,INDONESIA,Indonesian(Bahasa Indonesia),JUNG-MYUNG LEE,이정명,Dwita Rizky Nientyas,N,Qanita,2014,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9786021637128
Deep Rooted Tree #2,뿌리깊은 나무,INDONESIA,Indonesian(Bahasa Indonesia),JUNG-MYUNG LEE,이정명,Dwita Rizky Nientyas,N,Qanita,2014,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9786021637135
De uren die we deelden,우리들의 행복한 시간,NETHERLANDS,Dutch(Nederlands),Gong Ji Young,공지영,Monique De Vré,N,The House of Books,2013,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9789044340068
Naše srećno doba,우리들의 행복한 시간,SERBIA,Serbian(српски),Gong Djijong,공지영,Eli Gilić,N,Laguna,2013,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9788652112364
Our Happy Time,우리들의 행복한 시간,INDONESIA,Indonesian(Bahasa Indonesia),Gong Ji Young,공지영,Pradita Nurmaya,N,Bentang Pustaka,2012,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9786028811750
My Boyfriend&apos;s Wedding Dress,내 남자친구의 웨딩드레스,INDONESIA,Indonesian(Bahasa Indonesia),Kim Eun Jeong,김은정,Dwita Rizky Nientyas,N,Haru,2012,KDC구분 > literature > Korean Literature > Korean Fiction,9786027742000
Wonderful Radio,원더풀 라디오,INDONESIA,Indonesian(Bahasa Indonesia),Lee Jae-Ik,이재익,Dwita Rizky Nientyas,N,Bentang Pustaka,2012,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9786028811910
Tango,탱고,INDONESIA,Indonesian(Bahasa Indonesia),Goo Hye Sun,구혜선,Dwita Rizky Nientyas,N,Ufuk Fiction,2012,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9786021834985
คิดถูกก็สุขใจ,향기 자욱,THAILAND,Thai(ภาษาไทย),Jung Chaebong,정채봉,ตรองสิริ ทองคำใส,N,Nanmeebooks Publications,2011,KDC구분 > literature > Korean Literature > Korean Fiction,9786167014456
Come una sorella,봉순이 언니,ITALY,Italian(Italiano),Gong Ji-young,공지영,Ombretta Marchetti,N,Baldini Castoldi Dalai,2007,KDC구분 > literature > Korean Literature > Korean Fiction > 20th century > 1945-1999,9788860730374
最後一個人,한 명,TAIWAN,Chinese(繁體),金息,김숨,胡椒筒,Y,時報出版,2021,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9789571394114
むくいぬ,정지용 시선,JAPAN,Japanese(日本語),鄭芝溶,정지용,吉川凪,Y,クオン,2021,KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection (individual),9784910214320
Love in the Big City,대도시의 사랑법,UNITED KINGDOM,English(English),Sang Young Park,박상영,Anton Hur,Y,Tilted Axis Press,2021,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9781911284659
Un matin de ce printemps-là,그해 봄,FRANCE,French(Français),Kun Woong Park,박건웅,"Catherine Biros,Lim Yeong-Hee",Y,Rue de l`echiquier,2021,KDC구분 > History > Asia > Korea,9782374252957
Chut c’est un secret,모든 비밀에는 이름이 있다,FRANCE,French(Français),SEO MI-AE,서미애,"Kwon jihyun,Rémi Delmas",Y,Editions Matin Calme,2021,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9782491290511
Les 4 enquêtrices de la supérette Gwangseon,살롱 드 홈즈,FRANCE,French(Français),Jeon Gunwoo,전건우,"Kyungran CHOI,Bessora",Y,Editions Matin Calme,2021,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9782491290481
سأكون هناك,어디선가 나를 찾는 전화벨이 울리고,EGYPT,Arabic(اللغة العربية),كيونغ سوك شين,신경숙,محمد نجيب,Y,المحروسة للنشر والمعلومات الصحفية والبحوث,2021,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9789773138455
ÖZÜR DİLERİZ,사과는 잘해요,TURKIYE,Turkish(Türkçe),Lee Kiho,이기호,Mehmet Ölçer,Y,Othello Yayıncılık,2021,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9786057486387
Le film volé,도둑맞은 책,FRANCE,French(Français),You Sun-Dong,유선동,"Han Yumi,Hervé Péjaudier",Y,Editions Matin Calme,2021,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9782491290429
Piekarnia czarodzieja,위저드 베이커리,POLAND,Polish(Polski),구병모,구병모,"Łukasz Miłosz Janik,Anna Diniejko-Wąs",N,Wydawnictwo Kobiece,2021,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9788366815117
Artiglio,파과,ITALY,Italian(Italiano),GU Byeong-mo,구병모,Lia Iovenitti,N,Libri Mondadori,2021,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9788804737001
破果,파과,TAIWAN,Chinese(繁體),具竝模,구병모,馮燕珠,N,木馬文化,2020,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9789863597728
I&apos;ll Be Right There,어디선가 나를 찾는 전화벨이 울리고,INDONESIA,Indonesian(Bahasa Indonesia),Shin Kyung-sook,신경숙,,N,Gramedia Pustaka Utama,2016,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9786020329185
我們不要忘記今天,어디선가 나를 찾는 전화벨이 울리고,CHINA,Chinese(简体),申京淑,신경숙,邱敏瑤,N,圓神出版社有限公司,2013,KDC구분 > literature > Korean Literature > Korean Fiction > 21st century,9789861334752
Contes et légendes de Corée,한국전설,FRANCE,French(Français),,,"Maurice Coyaud,Jin-Mieung Li",N,Flies France Editions,2003,"KDC구분 > literature > Korean Literature > Complete Collection >  Library > Complete Collection & Library (more than 2 writers)
KDC구분 > literature > Korean Literature > Korean Fiction",9782910272210
